NUMBER,AGE,WORKCLASS,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,SEX,HOURS_PER_WEEK,INCOME,CLUSTER
12660,25,Private,12,Never,Craft-repair,Male,40,<=50K,cluster1
12661,30,Private,13,Never,Sales,Female,40,<=50K,cluster1
12662,30,Private,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12663,25,Private,14,Never,Handlers-cleaners,Female,30,<=50K,cluster1
12664,30,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12665,35,Govt,14,Never,Prof-speciality,Male,30,<=50K,cluster1
12666,25,Govt,13,Married,Prof-speciality,Male,60,<=50K,cluster1
12667,25,Private,13,Never,Other-service,Female,20,<=50K,cluster1
12668,30,Private,12,Never,Adm-clerical,Male,40,<=50K,cluster1
12669,25,Private,13,Others,Exec-managerial,Male,50,<=50K,cluster1
12670,35,Govt,14,Never,Prof-speciality,Female,50,<=50K,cluster1
12671,20,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12672,20,Private,12,Never,Other-service,Female,40,<=50K,cluster1
12673,25,Private,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12674,25,Private,12,Never,Adm-clerical,Female,20,<=50K,cluster1
12675,35,Private,13,Others,Exec-managerial,Male,40,<=50K,cluster1
12676,30,Private,13,Never,Exec-managerial,Female,10,<=50K,cluster1
12677,35,Private,13,Married,Prof-speciality,Female,40,<=50K,cluster1
12678,25,Private,12,Never,Other-service,Female,10,<=50K,cluster1
12679,30,Private,13,Married,Prof-speciality,Male,40,<=50K,cluster1
12680,35,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12681,20,Private,12,Never,Other-service,Female,30,<=50K,cluster1
12682,40,Private,14,Never,Exec-managerial,Female,30,<=50K,cluster1
12683,25,Govt,12,Married,Adm-clerical,Male,30,<=50K,cluster1
12684,25,Private,14,Never,Prof-speciality,Male,50,>50K,cluster1
12685,35,Private,13,Never,Exec-managerial,Male,40,>50K,cluster1
12686,30,Govt,13,Others,Exec-managerial,Male,50,<=50K,cluster1
12687,35,Private,13,Never,Sales,Female,40,>50K,cluster1
12688,35,Private,13,Married,Prof-speciality,Male,40,<=50K,cluster1
12689,40,Govt,13,Married,Prof-speciality,Female,40,<=50K,cluster1
12690,35,SelfEmployed,13,Others,Prof-speciality,Female,50,<=50K,cluster1
12691,25,Private,12,Married,Handlers-cleaners,Female,40,<=50K,cluster1
12692,35,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12693,35,Private,14,Never,Exec-managerial,Male,40,<=50K,cluster1
12694,25,Private,14,Never,Prof-speciality,Male,40,<=50K,cluster1
12695,35,Govt,12,Never,Adm-clerical,Female,40,<=50K,cluster1
12696,35,Private,13,Others,Exec-managerial,Female,40,<=50K,cluster1
12697,25,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12698,35,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12699,35,Private,14,Never,Prof-speciality,Male,40,<=50K,cluster1
12700,25,Govt,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12701,30,Govt,14,Never,Tech-support,Male,40,<=50K,cluster1
12702,30,Govt,13,Never,Prof-speciality,Male,50,<=50K,cluster1
12703,30,Private,14,Never,Tech-support,Male,40,<=50K,cluster1
12704,30,SelfEmployed,13,Never,Exec-managerial,Male,50,<=50K,cluster1
12705,30,Private,12,Married,Prof-speciality,Male,40,<=50K,cluster1
12706,30,Private,12,Never,Adm-clerical,Male,30,<=50K,cluster1
12707,20,Private,13,Never,Sales,Female,20,<=50K,cluster1
12708,30,Private,13,Married,Sales,Male,40,<=50K,cluster1
12709,30,Govt,13,Never,Craft-repair,Male,40,>50K,cluster1
12710,25,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12711,30,Private,14,Never,Prof-speciality,Male,40,>50K,cluster1
12712,20,Private,13,Never,Adm-clerical,Female,30,<=50K,cluster1
12713,30,Private,12,Never,Sales,Female,50,<=50K,cluster1
12714,25,Private,13,Married,Prof-speciality,Female,40,<=50K,cluster1
12715,30,Private,13,Never,Prof-speciality,Male,60,>50K,cluster1
12716,25,Private,12,Never,Sales,Female,40,<=50K,cluster1
12717,40,Private,13,Others,Tech-support,Male,40,<=50K,cluster1
12718,25,Govt,12,Never,Adm-clerical,Female,20,<=50K,cluster1
12719,25,Private,12,Never,Tech-support,Female,40,<=50K,cluster1
12720,20,Private,13,Never,Sales,Male,40,<=50K,cluster1
12721,25,Private,13,Never,Machine-op-inspct,Male,40,<=50K,cluster1
12722,30,SelfEmployed,14,Never,Prof-speciality,Male,40,<=50K,cluster1
12723,30,Private,13,Never,Prof-speciality,Male,50,<=50K,cluster1
12724,25,Private,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12725,35,Private,12,Never,Other-service,Male,60,<=50K,cluster1
12726,35,Private,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12727,25,Private,13,Never,Other-service,Male,40,<=50K,cluster1
12728,30,Private,12,Married,Handlers-cleaners,Female,30,<=50K,cluster1
12729,25,Private,13,Never,Sales,Female,40,<=50K,cluster1
12730,35,Govt,12,Never,Protective-serv,Female,40,<=50K,cluster1
12731,20,Govt,13,Never,Prof-speciality,Female,20,<=50K,cluster1
12732,30,Govt,12,Never,Protective-serv,Male,40,<=50K,cluster1
12733,35,Govt,13,Never,Exec-managerial,Male,40,<=50K,cluster1
12734,30,Private,13,Never,Tech-support,Male,30,<=50K,cluster1
12735,45,Govt,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12736,35,SelfEmployed,13,Never,Other-service,Female,10,<=50K,cluster1
12737,40,Private,12,Never,Prof-speciality,Male,10,<=50K,cluster1
12738,30,Govt,13,Never,Prof-speciality,Male,50,<=50K,cluster1
12739,25,Private,14,Never,Prof-speciality,Male,30,<=50K,cluster1
12740,30,Private,14,Married,Sales,Male,20,<=50K,cluster1
12741,30,Private,13,Never,Adm-clerical,Male,50,<=50K,cluster1
12742,20,Govt,12,Never,Prof-speciality,Male,30,<=50K,cluster1
12743,40,Govt,14,Never,Prof-speciality,Female,40,<=50K,cluster1
12744,30,Private,13,Married,Prof-speciality,Male,50,<=50K,cluster1
12745,25,Private,12,Never,Other-service,Female,30,<=50K,cluster1
12746,30,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12747,25,Govt,14,Never,Prof-speciality,Female,40,<=50K,cluster1
12748,30,Private,12,Never,Prof-speciality,Female,40,<=50K,cluster1
12749,20,Private,12,Never,Machine-op-inspct,Female,40,<=50K,cluster1
12750,35,Private,12,Never,Other-service,Female,30,<=50K,cluster1
12751,25,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12752,25,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12753,30,Private,13,Never,Exec-managerial,Male,40,<=50K,cluster1
12754,25,Private,13,Married,Sales,Male,40,<=50K,cluster1
12755,30,Private,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12756,35,Private,12,Never,Other-service,Male,40,<=50K,cluster1
12757,25,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12758,30,Private,13,Married,Sales,Male,60,<=50K,cluster1
12759,25,Private,12,Never,Prof-speciality,Female,40,<=50K,cluster1
12760,25,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12761,30,Govt,13,Married,Prof-speciality,Male,20,<=50K,cluster1
12762,35,Private,13,Others,Prof-speciality,Female,50,<=50K,cluster1
12763,30,Private,12,Never,Adm-clerical,Female,30,<=50K,cluster1
12764,25,Private,12,Never,Craft-repair,Male,40,<=50K,cluster1
12765,40,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12766,30,Private,13,Never,Craft-repair,Male,40,<=50K,cluster1
12767,30,Govt,12,Never,Adm-clerical,Female,40,<=50K,cluster1
12768,25,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12769,35,Govt,13,Never,Protective-serv,Female,40,<=50K,cluster1
12770,35,Private,13,Never,Sales,Female,40,<=50K,cluster1
12771,35,SelfEmployed,13,Never,Prof-speciality,Female,50,>50K,cluster1
12772,20,Private,12,Never,Craft-repair,Male,40,<=50K,cluster1
12773,40,Private,14,Never,Prof-speciality,Male,30,<=50K,cluster1
12774,30,Govt,14,Never,Exec-managerial,Male,40,<=50K,cluster1
12775,35,Private,13,Never,Sales,Female,40,<=50K,cluster1
12776,25,Private,14,Never,Prof-speciality,Male,20,<=50K,cluster1
12777,40,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12778,30,Govt,13,Never,Adm-clerical,Female,30,<=50K,cluster1
12779,30,Private,13,Never,Craft-repair,Female,40,<=50K,cluster1
12780,25,Private,13,Others,Sales,Female,40,<=50K,cluster1
12781,20,Private,13,Never,Farming-fishing,Male,20,<=50K,cluster1
12782,35,Private,14,Never,Prof-speciality,Female,40,<=50K,cluster1
12783,25,Govt,13,Never,Exec-managerial,Female,30,<=50K,cluster1
12784,30,Private,13,Married,Adm-clerical,Female,40,<=50K,cluster1
12785,35,Private,13,Others,Prof-speciality,Female,40,<=50K,cluster1
12786,35,Private,13,Others,Exec-managerial,Male,30,<=50K,cluster1
12787,20,Private,14,Never,Exec-managerial,Male,20,<=50K,cluster1
12788,30,Private,13,Never,Exec-managerial,Female,60,>50K,cluster1
12789,30,Private,13,Married,Adm-clerical,Female,40,>50K,cluster1
12790,25,Private,14,Married,Prof-speciality,Male,20,<=50K,cluster1
12791,25,Private,13,Never,Exec-managerial,Male,60,<=50K,cluster1
12792,25,Private,13,Never,Exec-managerial,Male,30,<=50K,cluster1
12793,25,Private,12,Never,Handlers-cleaners,Male,70,<=50K,cluster1
12794,30,Private,12,Married,Prof-speciality,Female,10,<=50K,cluster1
12795,35,Private,13,Never,Sales,Male,50,<=50K,cluster1
12796,20,Private,13,Never,Exec-managerial,Male,30,<=50K,cluster1
12797,25,Private,15,Never,Prof-speciality,Female,20,<=50K,cluster1
12798,25,Private,13,Never,Exec-managerial,Male,40,<=50K,cluster1
12799,30,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12800,25,Private,13,Never,Prof-speciality,Male,60,<=50K,cluster1
12801,30,SelfEmployed,13,Never,Sales,Male,50,<=50K,cluster1
12802,30,Private,12,Married,Prof-speciality,Male,40,<=50K,cluster1
12803,30,Govt,13,Others,Prof-speciality,Male,50,<=50K,cluster1
12804,30,Private,13,Married,Adm-clerical,Female,40,>50K,cluster1
12805,20,Govt,12,Never,Prof-speciality,Female,10,<=50K,cluster1
12806,25,Private,13,Never,Tech-support,Male,40,<=50K,cluster1
12807,30,SelfEmployed,13,Never,Sales,Male,40,<=50K,cluster1
12808,20,Private,12,Never,Other-service,Male,40,<=50K,cluster1
12809,35,Govt,13,Never,Exec-managerial,Female,50,<=50K,cluster1
12810,25,Private,12,Never,Adm-clerical,Male,40,<=50K,cluster1
12811,25,Private,12,Married,Exec-managerial,Male,20,<=50K,cluster1
12812,45,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12813,25,Private,13,Never,Tech-support,Female,40,<=50K,cluster1
12814,25,Private,13,Never,Exec-managerial,Male,40,<=50K,cluster1
12815,35,Private,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12816,25,Govt,12,Never,Adm-clerical,Female,40,<=50K,cluster1
12817,30,Private,13,Never,Sales,Male,40,<=50K,cluster1
12818,40,Private,13,Others,Tech-support,Male,40,<=50K,cluster1
12819,25,Private,13,Never,Tech-support,Male,40,<=50K,cluster1
12820,30,Private,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12821,25,SelfEmployed,13,Never,Prof-speciality,Female,20,<=50K,cluster1
12822,25,Private,13,Never,Handlers-cleaners,Male,40,<=50K,cluster1
12823,35,Private,13,Others,Prof-speciality,Female,30,>50K,cluster1
12824,25,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12825,30,Private,13,Never,Other-service,Female,20,<=50K,cluster1
12826,20,Private,12,Never,Adm-clerical,Female,30,<=50K,cluster1
12827,25,Private,13,Never,Transport-moving,Female,40,<=50K,cluster1
12828,35,Private,13,Never,Adm-clerical,Male,40,<=50K,cluster1
12829,20,Private,12,Never,Exec-managerial,Female,40,<=50K,cluster1
12830,40,Private,13,Others,Prof-speciality,Male,40,<=50K,cluster1
12831,25,Private,13,Never,Other-service,Female,30,<=50K,cluster1
12832,30,Govt,12,Never,Tech-support,Male,40,<=50K,cluster1
12833,25,Private,13,Never,Exec-managerial,Male,40,<=50K,cluster1
12834,25,Private,12,Never,Exec-managerial,Female,40,<=50K,cluster1
12835,35,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12836,30,Private,13,Married,Prof-speciality,Male,50,<=50K,cluster1
12837,35,Private,13,Others,Prof-speciality,Female,40,<=50K,cluster1
12838,20,Govt,12,Never,Adm-clerical,Male,40,<=50K,cluster1
12839,30,Private,13,Never,Exec-managerial,Male,50,>50K,cluster1
12840,25,Govt,13,Never,Protective-serv,Male,40,<=50K,cluster1
12841,25,Private,12,Never,Handlers-cleaners,Male,30,<=50K,cluster1
12842,25,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12843,30,Govt,13,Married,Prof-speciality,Male,40,<=50K,cluster1
12844,30,Private,13,Never,Adm-clerical,Female,30,<=50K,cluster1
12845,30,Govt,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12846,30,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12847,25,Private,13,Never,Tech-support,Male,60,>50K,cluster1
12848,25,Private,12,Never,Other-service,Male,40,<=50K,cluster1
12849,20,Private,12,Never,Prof-speciality,Male,20,<=50K,cluster1
12850,25,Govt,12,Never,Protective-serv,Male,30,<=50K,cluster1
12851,20,Private,13,Never,Exec-managerial,Female,30,<=50K,cluster1
12852,25,Govt,13,Never,Adm-clerical,Female,70,<=50K,cluster1
12853,45,Private,13,Never,Tech-support,Male,40,<=50K,cluster1
12854,35,Private,13,Others,Handlers-cleaners,Male,30,<=50K,cluster1
12855,30,Private,13,Never,Exec-managerial,Male,50,<=50K,cluster1
12856,25,Private,15,Never,Prof-speciality,Male,40,<=50K,cluster1
12857,25,Private,13,Never,Tech-support,Male,40,<=50K,cluster1
12858,30,Private,12,Never,Prof-speciality,Male,10,<=50K,cluster1
12859,30,Govt,13,Never,Tech-support,Female,40,<=50K,cluster1
12860,25,Private,13,Never,Prof-speciality,Female,20,<=50K,cluster1
12861,30,Private,12,Never,Machine-op-inspct,Female,40,<=50K,cluster1
12862,40,Govt,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12863,35,Private,13,Never,Sales,Female,40,<=50K,cluster1
12864,25,Private,13,Married,Adm-clerical,Female,40,<=50K,cluster1
12865,30,Private,12,Never,Craft-repair,Male,50,<=50K,cluster1
12866,35,Private,13,Others,Sales,Female,40,<=50K,cluster1
12867,25,Govt,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12868,25,Private,12,Never,Sales,Female,40,<=50K,cluster1
12869,30,Govt,13,Married,Prof-speciality,Male,40,<=50K,cluster1
12870,25,Private,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12871,45,Private,13,Never,Other-service,Male,40,<=50K,cluster1
12872,25,Private,13,Never,Sales,Male,50,<=50K,cluster1
12873,40,Govt,13,Married,Exec-managerial,Female,20,<=50K,cluster1
12874,30,Private,12,Never,Tech-support,Female,60,<=50K,cluster1
12875,20,Private,13,Never,Adm-clerical,Female,30,<=50K,cluster1
12876,25,Private,13,Never,Sales,Male,50,<=50K,cluster1
12877,30,SelfEmployed,13,Never,Sales,Female,40,<=50K,cluster1
12878,35,Private,13,Never,Sales,Male,40,<=50K,cluster1
12879,30,Private,12,Married,Tech-support,Female,30,<=50K,cluster1
12880,25,Private,14,Never,Prof-speciality,Female,40,<=50K,cluster1
12881,25,Private,13,Never,Adm-clerical,Male,40,<=50K,cluster1
12882,35,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12883,25,Private,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12884,25,Private,12,Never,Craft-repair,Male,40,<=50K,cluster1
12885,45,Govt,14,Never,Prof-speciality,Female,40,<=50K,cluster1
12886,25,Govt,13,Never,Prof-speciality,Female,30,<=50K,cluster1
12887,35,Private,14,Never,Prof-speciality,Female,40,<=50K,cluster1
12888,25,Govt,14,Never,Exec-managerial,Female,40,<=50K,cluster1
12889,30,Private,13,Married,Prof-speciality,Male,40,<=50K,cluster1
12890,20,Private,12,Never,Sales,Female,20,<=50K,cluster1
12891,35,Private,13,Never,Sales,Male,40,>50K,cluster1
12892,35,Private,14,Never,Sales,Female,40,<=50K,cluster1
12893,35,Private,12,Married,Exec-managerial,Female,40,<=50K,cluster1
12894,30,Govt,13,Others,Prof-speciality,Male,40,<=50K,cluster1
12895,30,Private,13,Never,Exec-managerial,Female,50,<=50K,cluster1
12896,35,Private,13,Never,Exec-managerial,Male,40,<=50K,cluster1
12897,25,Private,14,Married,Prof-speciality,Male,40,<=50K,cluster1
12898,30,Private,12,Never,Handlers-cleaners,Male,40,<=50K,cluster1
12899,25,Govt,13,Never,Prof-speciality,Female,30,<=50K,cluster1
12900,35,Private,12,Never,Tech-support,Male,40,<=50K,cluster1
12901,30,Private,13,Married,Sales,Male,40,<=50K,cluster1
12902,30,Private,13,Never,Adm-clerical,Female,30,<=50K,cluster1
12903,35,Private,12,Never,Tech-support,Male,40,<=50K,cluster1
12904,25,Private,14,Never,Prof-speciality,Female,40,<=50K,cluster1
12905,25,Private,12,Never,Prof-speciality,Male,20,<=50K,cluster1
12906,25,Private,13,Never,Exec-managerial,Male,10,<=50K,cluster1
12907,30,Private,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12908,25,Private,12,Never,Transport-moving,Male,40,<=50K,cluster1
12909,30,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12910,30,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster1
12911,25,Private,13,Never,Prof-speciality,Male,50,<=50K,cluster1
12912,20,Private,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12913,25,Private,12,Never,Other-service,Female,40,<=50K,cluster1
12914,30,Govt,13,Never,Prof-speciality,Male,50,<=50K,cluster1
12915,45,Private,13,Never,Adm-clerical,Male,40,<=50K,cluster1
12916,30,Private,13,Never,Sales,Male,40,<=50K,cluster1
12917,25,Private,13,Never,Prof-speciality,Female,40,<=50K,cluster1
12918,25,Private,13,Never,Exec-managerial,Female,50,<=50K,cluster1
12919,40,Govt,13,Married,Adm-clerical,Female,40,<=50K,cluster1
12920,25,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12921,25,Private,13,Never,Machine-op-inspct,Female,30,<=50K,cluster1
12922,20,Private,12,Never,Other-service,Male,40,<=50K,cluster1
12923,25,Govt,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12924,30,SelfEmployed,13,Never,Exec-managerial,Female,70,<=50K,cluster1
12925,35,Private,13,Never,Exec-managerial,Female,50,>50K,cluster1
12926,30,Private,14,Never,Tech-support,Male,10,<=50K,cluster1
12927,25,Private,12,Married,Tech-support,Female,40,<=50K,cluster1
12928,35,Govt,13,Married,Adm-clerical,Male,40,<=50K,cluster1
12929,25,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12930,25,Private,13,Married,Prof-speciality,Male,40,<=50K,cluster1
12931,25,SelfEmployed,13,Never,Sales,Male,50,<=50K,cluster1
12932,30,Private,13,Never,Exec-managerial,Female,50,<=50K,cluster1
12933,25,Private,14,Never,Exec-managerial,Female,40,<=50K,cluster1
12934,40,Private,13,Never,Other-service,Female,40,<=50K,cluster1
12935,25,Private,13,Never,Exec-managerial,Male,40,<=50K,cluster1
12936,35,Private,14,Never,Other-service,Male,40,<=50K,cluster1
12937,25,Private,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12938,30,Govt,13,Others,Prof-speciality,Female,60,<=50K,cluster1
12939,30,Private,12,Never,Prof-speciality,Female,40,<=50K,cluster1
12940,35,Private,14,Never,Prof-speciality,Female,30,<=50K,cluster1
12941,20,Private,13,Never,Sales,Male,20,<=50K,cluster1
12942,30,Private,13,Never,Sales,Male,40,<=50K,cluster1
12943,35,Private,14,Never,Prof-speciality,Male,40,<=50K,cluster1
12944,25,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12945,35,Private,14,Never,Exec-managerial,Male,40,<=50K,cluster1
12946,35,Private,13,Others,Exec-managerial,Female,50,<=50K,cluster1
12947,25,Private,13,Never,Tech-support,Female,30,<=50K,cluster1
12948,25,Private,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12949,35,Private,13,Married,Adm-clerical,Male,40,<=50K,cluster1
12950,40,Govt,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12951,30,Private,13,Never,Tech-support,Male,50,<=50K,cluster1
12952,30,Govt,14,Never,Prof-speciality,Male,40,<=50K,cluster1
12953,25,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12954,25,Private,14,Never,Exec-managerial,Female,40,<=50K,cluster1
12955,35,Govt,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12956,25,Private,13,Never,Adm-clerical,Male,40,<=50K,cluster1
12957,35,Private,13,Never,Craft-repair,Male,40,<=50K,cluster1
12958,25,Private,13,Never,Prof-speciality,Female,50,>50K,cluster1
12959,35,Private,13,Never,Sales,Male,40,<=50K,cluster1
12960,30,Govt,12,Never,Protective-serv,Male,40,<=50K,cluster1
12961,35,Private,13,Never,Adm-clerical,Female,40,<=50K,cluster1
12962,30,Private,13,Married,Prof-speciality,Female,40,<=50K,cluster1
12963,25,Private,13,Others,Tech-support,Female,40,<=50K,cluster1
12964,40,Private,13,Never,Sales,Female,40,<=50K,cluster1
12965,25,Private,12,Never,Tech-support,Female,20,<=50K,cluster1
12966,20,Private,12,Never,Exec-managerial,Male,20,<=50K,cluster1
12967,25,Private,13,Never,Sales,Male,40,<=50K,cluster1
12968,25,Private,13,Married,Sales,Male,40,<=50K,cluster1
12969,25,Private,13,Never,Sales,Female,40,<=50K,cluster1
12970,25,Private,13,Never,Prof-speciality,Male,40,<=50K,cluster1
12971,25,Private,13,Never,Adm-clerical,Male,40,<=50K,cluster1
12972,25,Govt,13,Never,Exec-managerial,Female,40,<=50K,cluster1
12973,30,Govt,14,Others,Prof-speciality,Male,10,<=50K,cluster1
